matchup,h2h_win_rate
Bulgaria-Lebanon,0.5
Cambodia-Lebanon,0.5
China-Lebanon,0.0
Cyprus-Lebanon,0.0
Djibouti-Lebanon,0.5
East Timor-Lebanon,0.5
Ecuador-Lebanon,0.5
Egypt-Lebanon,0.0
Equatorial Guinea-Lebanon,0.5
Estonia-Lebanon,0.5
Gabon-Lebanon,0.5
Georgia-Lebanon,1.0
Hong Kong-Lebanon,0.6666666666666666
Hungary-Lebanon,0.0
India-Lebanon,0.375
Indonesia-Lebanon,0.5
Iran-Lebanon,0.09090909090909091
Iraq-Lebanon,0.08
Japan-Lebanon,0.5
Jordan-Lebanon,0.26666666666666666
Kazakhstan-Lebanon,1.0
Kuwait-Lebanon,0.21875
Kyrgyzstan-Lebanon,0.5
Laos-Lebanon,1.0
Lebanon-San Marino,0.5
Algeria-Lesotho,0.0
Angola-Lesotho,0.16666666666666666
Benin-Lesotho,0.0
Botswana-Lesotho,0.18518518518518517
Burkina Faso-Lesotho,0.0
Burundi-Lesotho,1.0
Cameroon-Lesotho,1.0
Cape Verde-Lesotho,0.0
Central African Republic-Lesotho,0.0
Comoros-Lesotho,0.25
DR Congo-Lesotho,0.0
Eswatini-Lesotho,0.2857142857142857
Ethiopia-Lesotho,0.14285714285714285
Gabon-Lesotho,0.0
Gambia-Lesotho,0.0
Ghana-Lesotho,0.0
Guinea-Lesotho,0.0
Ivory Coast-Lesotho,0.0
Kenya-Lesotho,0.14285714285714285
Laos-Lesotho,0.5
Algeria-Liberia,0.0
Angola-Liberia,0.0
Benin-Liberia,0.0
Botswana-Liberia,0.5
Burkina Faso-Liberia,0.3333333333333333
Burundi-Liberia,0.5
Cameroon-Liberia,0.3333333333333333
Cape Verde-Liberia,0.4
Central African Republic-Liberia,1.0
Chad-Liberia,0.75
Colombia-Liberia,0.5
Congo-Liberia,0.4
DR Congo-Liberia,0.25
Djibouti-Liberia,1.0
Egypt-Liberia,0.3333333333333333
Equatorial Guinea-Liberia,0.0
Ethiopia-Liberia,0.0
Gabon-Liberia,0.5
Gambia-Liberia,0.3333333333333333
Ghana-Liberia,0.14814814814814814
Guinea-Bissau-Liberia,0.0
Guinea-Liberia,0.2777777777777778
Indonesia-Liberia,0.5
Iraq-Liberia,0.5
Ivory Coast-Liberia,0.0
Kenya-Liberia,0.0
Lesotho-Liberia,1.0
Algeria-Libya,0.18181818181818182
Angola-Libya,0.2
Argentina-Libya,0.5
Bahrain-Libya,0.3333333333333333
Belarus-Libya,0.0
Benin-Libya,0.5
Botswana-Libya,0.4
Burkina Faso-Libya,0.25
Cameroon-Libya,0.125
Canada-Libya,0.5
Cape Verde-Libya,0.3333333333333333
Central African Republic-Libya,0.5
Chad-Libya,0.75
Comoros-Libya,0.5
Cuba-Libya,0.5
DR Congo-Libya,0.2222222222222222
Egypt-Libya,0.21739130434782608
Equatorial Guinea-Libya,0.0
Eswatini-Libya,0.6666666666666666
Ethiopia-Libya,0.5
Gabon-Libya,0.75
Gambia-Libya,1.0
Ghana-Libya,0.2857142857142857
Greece-Libya,0.5
Guinea-Libya,0.4
Indonesia-Libya,1.0
Iran-Libya,0.0
Iraq-Libya,0.14285714285714285
Ivory Coast-Libya,0.14285714285714285
Jordan-Libya,0.3333333333333333
Kazakhstan-Libya,0.5
Kenya-Libya,0.6
Kuwait-Libya,0.25
Lebanon-Libya,0.6
Lesotho-Libya,1.0
Liberia-Libya,0.5
Albania-Liechtenstein,0.0
Andorra-Liechtenstein,0.3333333333333333
Armenia-Liechtenstein,0.0
Australia-Liechtenstein,0.5
Austria-Liechtenstein,0.0
Azerbaijan-Liechtenstein,0.25
Belarus-Liechtenstein,0.5
Belgium-Liechtenstein,0.0
Bosnia and Herzegovina-Liechtenstein,0.0
Cape Verde-Liechtenstein,0.5
Croatia-Liechtenstein,0.0
Czechia-Liechtenstein,0.0
Denmark-Liechtenstein,0.0
England-Liechtenstein,0.0
Estonia-Liechtenstein,0.0
Faroe Islands-Liechtenstein,0.0
Finland-Liechtenstein,0.0
Georgia-Liechtenstein,0.5
Germany-Liechtenstein,0.0
Gibraltar-Liechtenstein,0.14285714285714285
Greece-Liechtenstein,0.0
Hong Kong-Liechtenstein,0.5
Hungary-Liechtenstein,0.0
Iceland-Liechtenstein,0.1
Ireland-Liechtenstein,0.0
Israel-Liechtenstein,0.0
Italy-Liechtenstein,0.0
Kazakhstan-Liechtenstein,0.0
Latvia-Liechtenstein,0.09090909090909091
Albania-Lithuania,0.6
Andorra-Lithuania,1.0
Argentina-Lithuania,0.5
Armenia-Lithuania,0.3333333333333333
Austria-Lithuania,0.5
Azerbaijan-Lithuania,0.5
Belarus-Lithuania,0.1111111111111111
Belgium-Lithuania,0.0
Bosnia and Herzegovina-Lithuania,0.2
Brazil-Lithuania,0.5
Bulgaria-Lithuania,0.25
Chile-Lithuania,0.5
Croatia-Lithuania,0.0
Cyprus-Lithuania,0.2
Czechia-Lithuania,0.16666666666666666
Denmark-Lithuania,0.0
England-Lithuania,0.0
Estonia-Lithuania,0.45454545454545453
Faroe Islands-Lithuania,0.7
Finland-Lithuania,0.3333333333333333
France-Lithuania,0.0
Georgia-Lithuania,0.42857142857142855
Germany-Lithuania,0.0
Gibraltar-Lithuania,1.0
Greece-Lithuania,0.3333333333333333
Hungary-Lithuania,0.0
Iceland-Lithuania,0.25
Indonesia-Lithuania,1.0
Iran-Lithuania,0.5
Ireland-Lithuania,0.0
Israel-Lithuania,0.0
Italy-Lithuania,0.0
Jordan-Lithuania,0.5
Kazakhstan-Lithuania,0.0
Kosovo-Lithuania,0.0
Kuwait-Lithuania,0.0
Latvia-Lithuania,0.29310344827586204
Liechtenstein-Lithuania,0.6
Afghanistan-Luxembourg,0.5
Albania-Luxembourg,0.16666666666666666
Algeria-Luxembourg,0.5
Armenia-Luxembourg,0.5
Austria-Luxembourg,0.0
Azerbaijan-Luxembourg,0.3333333333333333
Belarus-Luxembourg,0.15384615384615385
Belgium-Luxembourg,0.047619047619047616
Bosnia and Herzegovina-Luxembourg,0.125
Bulgaria-Luxembourg,0.0
Cameroon-Luxembourg,0.5
Canada-Luxembourg,0.0
Cape Verde-Luxembourg,0.0
Cyprus-Luxembourg,0.25
Czechia-Luxembourg,0.125
Denmark-Luxembourg,0.0
East Germany-Luxembourg,0.0
Egypt-Luxembourg,0.5
England-Luxembourg,0.0
Estonia-Luxembourg,0.0
Faroe Islands-Luxembourg,0.2
Finland-Luxembourg,0.25
France-Luxembourg,0.0
Gambia-Luxembourg,0.5
Georgia-Luxembourg,0.25
Germany-Luxembourg,0.07142857142857142
Greece-Luxembourg,0.0
Hungary-Luxembourg,0.09090909090909091
Iceland-Luxembourg,0.125
Ireland-Luxembourg,0.14285714285714285
Israel-Luxembourg,0.0
Italy-Luxembourg,0.0
Kazakhstan-Luxembourg,0.5
Latvia-Luxembourg,0.0
Liechtenstein-Luxembourg,0.2
Lithuania-Luxembourg,0.6
Australia-Macao,0.5
Bangladesh-Macao,0.5
Bhutan-Macao,0.5
Brunei-Macao,0.6
Cambodia-Macao,0.16666666666666666
China-Macao,0.0
Guam-Macao,0.3333333333333333
Hong Kong-Macao,0.02857142857142857
India-Macao,0.0
Iraq-Macao,0.0
Japan-Macao,0.0
Kazakhstan-Macao,0.0
Kuwait-Macao,0.0
Kyrgyzstan-Macao,0.0
Laos-Macao,1.0
Algeria-Madagascar,0.0
Angola-Madagascar,0.25
Benin-Madagascar,0.2857142857142857
Botswana-Madagascar,0.4
Burkina Faso-Madagascar,1.0
Burundi-Madagascar,1.0
Cameroon-Madagascar,0.3333333333333333
Cape Verde-Madagascar,0.0
Central African Republic-Madagascar,0.25
Chad-Madagascar,1.0
Comoros-Madagascar,0.6666666666666666
Congo-Madagascar,0.6
DR Congo-Madagascar,0.23076923076923078
Djibouti-Madagascar,0.5
Egypt-Madagascar,0.4
Equatorial Guinea-Madagascar,0.75
Eswatini-Madagascar,0.25
Ethiopia-Madagascar,0.3333333333333333
Gabon-Madagascar,0.3333333333333333
Gambia-Madagascar,0.0
Ghana-Madagascar,0.2
Guinea-Madagascar,0.0
Iran-Madagascar,0.5
Ivory Coast-Madagascar,0.1
Kenya-Madagascar,0.3333333333333333
Kosovo-Madagascar,0.5
Lesotho-Madagascar,1.0
Liberia-Madagascar,1.0
Luxembourg-Madagascar,0.5
Algeria-Malawi,0.3333333333333333
Angola-Malawi,0.3
Bangladesh-Malawi,0.5
Benin-Malawi,0.0
Botswana-Malawi,0.48
Burkina Faso-Malawi,0.0
Burundi-Malawi,0.0
Cameroon-Malawi,0.1
Chad-Malawi,0.6
Comoros-Malawi,0.8
Congo-Malawi,0.0
DR Congo-Malawi,0.2222222222222222
Djibouti-Malawi,1.0
Egypt-Malawi,0.2727272727272727
Equatorial Guinea-Malawi,0.5
Eritrea-Malawi,0.5
Eswatini-Malawi,0.4583333333333333
Ethiopia-Malawi,0.3076923076923077
Gabon-Malawi,0.5
Ghana-Malawi,0.0
Guinea-Malawi,0.1111111111111111
Ivory Coast-Malawi,0.125
Kenya-Malawi,0.40476190476190477
Lesotho-Malawi,0.4583333333333333
Liberia-Malawi,0.25
Libya-Malawi,0.0
Madagascar-Malawi,0.2857142857142857
Afghanistan-Malaysia,0.5
Algeria-Malaysia,0.5
Australia-Malaysia,0.16666666666666666
Bahrain-Malaysia,0.14285714285714285
Bangladesh-Malaysia,0.6666666666666666
Bhutan-Malaysia,0.5
Bosnia and Herzegovina-Malaysia,0.0
Brazil-Malaysia,0.5
Brunei-Malaysia,1.0
Cambodia-Malaysia,0.75
Cape Verde-Malaysia,0.0
China-Malaysia,0.07692307692307693
East Timor-Malaysia,0.8571428571428571
England-Malaysia,0.5
Fiji-Malaysia,0.25
Finland-Malaysia,0.5
Hong Kong-Malaysia,0.41935483870967744
India-Malaysia,0.39285714285714285
Indonesia-Malaysia,0.3333333333333333
Iran-Malaysia,0.0
Iraq-Malaysia,0.0
Israel-Malaysia,0.0
Jamaica-Malaysia,0.5
Japan-Malaysia,0.38461538461538464
Jordan-Malaysia,0.0
Kenya-Malaysia,0.5
Kuwait-Malaysia,0.15384615384615385
Kyrgyzstan-Malaysia,0.5
Laos-Malaysia,0.7142857142857143
Lebanon-Malaysia,0.0
Lesotho-Malaysia,0.5
Liberia-Malaysia,0.5
Libya-Malaysia,0.0
Liechtenstein-Malaysia,0.5
Macao-Malaysia,1.0
Afghanistan-Maldives,0.4
Bahrain-Maldives,0.0
Bangladesh-Maldives,0.3684210526315789
Bhutan-Maldives,1.0
Brunei-Maldives,0.0
Cambodia-Maldives,0.6666666666666666
China-Maldives,0.0
Comoros-Maldives,0.0
East Timor-Maldives,0.5
Guam-Maldives,1.0
Hong Kong-Maldives,0.0
India-Maldives,0.21052631578947367
Indonesia-Maldives,0.0
Iran-Maldives,0.0
Kyrgyzstan-Maldives,0.3333333333333333
Laos-Maldives,0.6666666666666666
Lebanon-Maldives,0.0
Madagascar-Maldives,0.5
Malaysia-Maldives,0.2
Algeria-Mali,0.38461538461538464
Angola-Mali,0.25
Benin-Mali,0.5
Botswana-Mali,0.8333333333333334
Burkina Faso-Mali,0.5714285714285714
Burundi-Mali,0.0
Cameroon-Mali,0.0
Cape Verde-Mali,0.45454545454545453
Central African Republic-Mali,0.5
Chad-Mali,1.0
China-Mali,0.0
Comoros-Mali,1.0
Congo-Mali,0.4117647058823529
Croatia-Mali,0.5
DR Congo-Mali,0.42857142857142855
East Germany-Mali,0.5
Egypt-Mali,0.5
Equatorial Guinea-Mali,1.0
Eritrea-Mali,1.0
Eswatini-Mali,1.0
Ethiopia-Mali,1.0
Gabon-Mali,0.16666666666666666
Gambia-Mali,0.42105263157894735
Ghana-Mali,0.17391304347826086
Guinea-Bissau-Mali,0.7647058823529411
Guinea-Mali,0.2641509433962264
Indonesia-Mali,0.5
Iran-Mali,0.5
Ivory Coast-Mali,0.13513513513513514
Japan-Mali,0.5
Jordan-Mali,0.5
Kenya-Mali,0.6666666666666666
Kuwait-Mali,0.0
Liberia-Mali,0.5
Libya-Mali,0.5
Lithuania-Mali,0.5
Madagascar-Mali,0.5
Malawi-Mali,0.75
Albania-Malta,0.14285714285714285
Algeria-Malta,0.0
Andorra-Malta,0.4
Angola-Malta,0.5
Armenia-Malta,0.2
Austria-Malta,0.0
Azerbaijan-Malta,0.375
Belarus-Malta,0.0
Belgium-Malta,0.5
Bosnia and Herzegovina-Malta,0.25
Bulgaria-Malta,0.0
Canada-Malta,0.5
Cape Verde-Malta,0.5
Central African Republic-Malta,0.5
Croatia-Malta,0.0
Cyprus-Malta,0.2857142857142857
Czechia-Malta,0.0
Denmark-Malta,0.0
East Germany-Malta,0.0
Egypt-Malta,0.0
England-Malta,0.0
Estonia-Malta,0.2857142857142857
Faroe Islands-Malta,0.2222222222222222
Finland-Malta,0.1111111111111111
France-Malta,0.0
Gabon-Malta,0.5
Georgia-Malta,0.125
Germany-Malta,0.0
Gibraltar-Malta,0.5
Greece-Malta,0.09090909090909091
Hungary-Malta,0.09090909090909091
Iceland-Malta,0.21428571428571427
Indonesia-Malta,1.0
Ireland-Malta,0.0
Israel-Malta,0.0
Italy-Malta,0.0
Japan-Malta,0.5
Jordan-Malta,1.0
Kazakhstan-Malta,0.5
Kosovo-Malta,0.0
Kuwait-Malta,0.5
Latvia-Malta,0.3333333333333333
Lebanon-Malta,0.0
Libya-Malta,0.25
Liechtenstein-Malta,0.8
Lithuania-Malta,0.16666666666666666
Luxembourg-Malta,0.16666666666666666
Anguilla-Martinique,0.5
Antigua and Barbuda-Martinique,0.6666666666666666
Barbados-Martinique,0.5
Bonaire-Martinique,0.5
British Virgin Islands-Martinique,1.0
Cameroon-Martinique,0.5
Canada-Martinique,0.2
Cayman Islands-Martinique,0.5
Costa Rica-Martinique,0.0
Cuba-Martinique,0.23076923076923078
Curaçao-Martinique,0.14285714285714285
Dominica-Martinique,0.8
Dominican Republic-Martinique,0.6
El Salvador-Martinique,0.6666666666666666
French Guiana-Martinique,0.6470588235294118
Gabon-Martinique,0.5
Grenada-Martinique,0.0
Guadeloupe-Martinique,0.5492957746478874
Guatemala-Martinique,0.5
Guinea-Bissau-Martinique,0.5
Guyana-Martinique,0.3333333333333333
Haiti-Martinique,0.1875
Honduras-Martinique,0.0
Jamaica-Martinique,0.0
Algeria-Mauritania,0.0
Angola-Mauritania,0.3333333333333333
Bahrain-Mauritania,0.5
Benin-Mauritania,0.2857142857142857
Botswana-Mauritania,0.8
Burkina Faso-Mauritania,0.09090909090909091
Burundi-Mauritania,0.25
Cameroon-Mauritania,0.0
Canada-Mauritania,0.5
Cape Verde-Mauritania,0.2222222222222222
Central African Republic-Mauritania,1.0
Comoros-Mauritania,0.5
Congo-Mauritania,0.5
DR Congo-Mauritania,0.0
Egypt-Mauritania,0.0
Equatorial Guinea-Mauritania,0.3333333333333333
Ethiopia-Mauritania,0.0
Gabon-Mauritania,0.3333333333333333
Gambia-Mauritania,0.21739130434782608
Ghana-Mauritania,0.5
Guinea-Bissau-Mauritania,0.1
Guinea-Mauritania,0.0
Indonesia-Mauritania,0.5
Iran-Mauritania,0.5
Iraq-Mauritania,0.5
Ivory Coast-Mauritania,0.0
Jordan-Mauritania,0.5
Kenya-Mauritania,0.0
Kurdistan-Mauritania,0.5
Kuwait-Mauritania,0.5
Lebanon-Mauritania,0.5
Lesotho-Mauritania,0.5
Liberia-Mauritania,0.25
Libya-Mauritania,0.25
Madagascar-Mauritania,1.0
Mali-Mauritania,0.13333333333333333
Angola-Mauritius,0.3333333333333333
Botswana-Mauritius,0.5
Burundi-Mauritius,0.0
Cameroon-Mauritius,0.0
Cape Verde-Mauritius,0.0
Chad-Mauritius,0.0
Comoros-Mauritius,0.6666666666666666
Congo-Mauritius,0.0
DR Congo-Mauritius,0.0
Djibouti-Mauritius,0.5
Egypt-Mauritius,0.0
Equatorial Guinea-Mauritius,0.5
Eswatini-Mauritius,0.375
Ethiopia-Mauritius,0.0
Fiji-Mauritius,0.5
Gabon-Mauritius,0.0
Ghana-Mauritius,0.0
Guinea-Mauritius,0.5
Hong Kong-Mauritius,0.0
India-Mauritius,0.0
Indonesia-Mauritius,0.5
Ivory Coast-Mauritius,0.5
Kenya-Mauritius,0.0
Lesotho-Mauritius,0.26666666666666666
Liberia-Mauritius,0.0
Libya-Mauritius,0.0
Macao-Mauritius,0.5
Madagascar-Mauritius,0.3902439024390244
Malawi-Mauritius,0.13333333333333333
Maldives-Mauritius,0.5
Mauritania-Mauritius,0.0
Comoros-Mayotte,1.0
French Guiana-Mayotte,0.0
Guadeloupe-Mayotte,0.0
Madagascar-Mayotte,0.0
Maldives-Mayotte,1.0
Martinique-Mayotte,0.5
Mauritius-Mayotte,0.6
Albania-Mexico,0.5
Algeria-Mexico,1.0
Angola-Mexico,0.0
Argentina-Mexico,0.12903225806451613
Australia-Mexico,0.2
Bahamas-Mexico,1.0
Belarus-Mexico,0.5
Belgium-Mexico,0.5
Belize-Mexico,1.0
Bermuda-Mexico,0.7142857142857143
Bolivia-Mexico,0.75
Bosnia and Herzegovina-Mexico,0.6666666666666666
Brazil-Mexico,0.24390243902439024
Bulgaria-Mexico,0.36363636363636365
Cameroon-Mexico,1.0
Canada-Mexico,0.5833333333333334
Chile-Mexico,0.4838709677419355
China-Mexico,1.0
Colombia-Mexico,0.35714285714285715
Costa Rica-Mexico,0.5517241379310345
Croatia-Mexico,0.4
Cuba-Mexico,1.0
Curaçao-Mexico,0.5
Czechia-Mexico,0.5
DR Congo-Mexico,0.5
Denmark-Mexico,0.3333333333333333
Dominica-Mexico,1.0
Dominican Republic-Mexico,0.5
East Germany-Mexico,0.16666666666666666
Ecuador-Mexico,0.56
Egypt-Mexico,0.6666666666666666
El Salvador-Mexico,0.8648648648648649
England-Mexico,0.2222222222222222
Estonia-Mexico,0.5
Ethiopia-Mexico,0.5
Fiji-Mexico,0.5
Finland-Mexico,0.6666666666666666
France-Mexico,0.0
Gambia-Mexico,0.5
Germany-Mexico,0.16666666666666666
Ghana-Mexico,1.0
Greece-Mexico,0.5
Guadeloupe-Mexico,1.0
Guatemala-Mexico,0.6470588235294118
Guyana-Mexico,1.0
Haiti-Mexico,0.6666666666666666
Honduras-Mexico,0.6086956521739131
Hungary-Mexico,0.6666666666666666
Iceland-Mexico,0.5
Iran-Mexico,1.0
Iraq-Mexico,1.0
Ireland-Mexico,0.2
Israel-Mexico,0.0
Italy-Mexico,0.09090909090909091
Ivory Coast-Mexico,0.5
Jamaica-Mexico,0.6896551724137931
Japan-Mexico,0.8333333333333334
Jordan-Mexico,0.5
Kuwait-Mexico,0.5
Liberia-Mexico,0.5
Libya-Mexico,0.5
Luxembourg-Mexico,0.5
Martinique-Mexico,0.6666666666666666
Albania-Moldova,0.0
Andorra-Moldova,0.6666666666666666
Armenia-Moldova,0.25
Austria-Moldova,0.125
Azerbaijan-Moldova,0.36363636363636365
Belarus-Moldova,0.2857142857142857
Bosnia and Herzegovina-Moldova,0.0
Bulgaria-Moldova,0.0
Cameroon-Moldova,0.5
Canada-Moldova,0.5
Cayman Islands-Moldova,0.5
Congo-Moldova,0.5
Croatia-Moldova,0.0
Cyprus-Moldova,0.0
Czechia-Moldova,0.0
Denmark-Moldova,0.0
El Salvador-Moldova,0.5
England-Moldova,0.0
Estonia-Moldova,0.16666666666666666
Faroe Islands-Moldova,0.0
Finland-Moldova,0.3333333333333333
France-Moldova,0.0
Georgia-Moldova,0.4
Germany-Moldova,0.0
Gibraltar-Moldova,0.5
Greece-Moldova,0.0
Hungary-Moldova,0.16666666666666666
Iceland-Moldova,0.0
Indonesia-Moldova,0.5
Iraq-Moldova,0.5
Ireland-Moldova,0.0
Israel-Moldova,0.0
Italy-Moldova,0.0
Ivory Coast-Moldova,0.5
Jordan-Moldova,0.0
Kazakhstan-Moldova,0.3333333333333333
Kosovo-Moldova,0.0
Kyrgyzstan-Moldova,0.5
Latvia-Moldova,0.25
Liechtenstein-Moldova,0.3333333333333333
Lithuania-Moldova,0.3333333333333333
Luxembourg-Moldova,0.2
Malta-Moldova,0.5
Afghanistan-Mongolia,0.0
Azerbaijan-Mongolia,0.5
Bangladesh-Mongolia,0.0
Bhutan-Mongolia,0.5
Brunei-Mongolia,1.0
Cambodia-Mongolia,0.0
East Timor-Mongolia,0.0
Georgia-Mongolia,0.5
Guam-Mongolia,0.6666666666666666
Hong Kong-Mongolia,0.0
India-Mongolia,0.5
Japan-Mongolia,0.0
Kuwait-Mongolia,0.5
Kyrgyzstan-Mongolia,0.0
Laos-Mongolia,0.25
Lebanon-Mongolia,0.5
Macao-Mongolia,0.2222222222222222
Malaysia-Mongolia,0.5
Maldives-Mongolia,0.0
Mauritius-Mongolia,0.5
Albania-Montenegro,0.0
Armenia-Montenegro,0.3333333333333333
Austria-Montenegro,0.0
Azerbaijan-Montenegro,1.0
Belarus-Montenegro,0.5
Belgium-Montenegro,0.0
Bosnia and Herzegovina-Montenegro,0.0
Bulgaria-Montenegro,0.2857142857142857
Croatia-Montenegro,0.0
Cyprus-Montenegro,0.25
Czechia-Montenegro,0.0
Denmark-Montenegro,0.5
England-Montenegro,0.0
Estonia-Montenegro,0.5
Faroe Islands-Montenegro,1.0
Finland-Montenegro,0.0
Georgia-Montenegro,0.5
Ghana-Montenegro,0.5
Gibraltar-Montenegro,1.0
Greece-Montenegro,0.0
Hungary-Montenegro,0.3333333333333333
Iceland-Montenegro,0.5
Iran-Montenegro,0.0
Ireland-Montenegro,0.0
Israel-Montenegro,0.5
Italy-Montenegro,0.0
Kazakhstan-Montenegro,1.0
Kosovo-Montenegro,0.0
Latvia-Montenegro,0.6666666666666666
Lebanon-Montenegro,0.5
Liechtenstein-Montenegro,0.5
Lithuania-Montenegro,0.6666666666666666
Luxembourg-Montenegro,1.0
Moldova-Montenegro,0.6666666666666666
Anguilla-Montserrat,0.6666666666666666
Antigua and Barbuda-Montserrat,0.0
Aruba-Montserrat,0.5
Barbados-Montserrat,0.5
Belize-Montserrat,0.3333333333333333
Bermuda-Montserrat,0.0
Bhutan-Montserrat,0.5
Bonaire-Montserrat,0.5
British Virgin Islands-Montserrat,0.0
Cayman Islands-Montserrat,0.5
Curaçao-Montserrat,0.0
Dominican Republic-Montserrat,0.2
El Salvador-Montserrat,0.0
Grenada-Montserrat,0.5
Guyana-Montserrat,0.0
Haiti-Montserrat,0.0
Martinique-Montserrat,0.5
Albania-Morocco,0.5
Algeria-Morocco,0.375
Angola-Morocco,0.5714285714285714
Argentina-Morocco,0.0
Armenia-Morocco,0.5
Australia-Morocco,0.5
Austria-Morocco,0.5
Bahrain-Morocco,1.0
Belgium-Morocco,0.3333333333333333
Benin-Morocco,0.8333333333333334
Botswana-Morocco,1.0
Brazil-Morocco,0.0
Bulgaria-Morocco,0.2
Burkina Faso-Morocco,0.6363636363636364
Burundi-Morocco,1.0
Cameroon-Morocco,0.0
Canada-Morocco,0.6666666666666666
Cape Verde-Morocco,0.6666666666666666
Central African Republic-Morocco,0.6666666666666666
Chile-Morocco,0.0
China-Morocco,0.0
Colombia-Morocco,0.5
Comoros-Morocco,0.75
Congo-Morocco,0.6666666666666666
Croatia-Morocco,0.0
Czechia-Morocco,0.5
DR Congo-Morocco,0.3333333333333333
Denmark-Morocco,0.5
East Germany-Morocco,0.6666666666666666
Egypt-Morocco,0.4444444444444444
England-Morocco,0.0
Equatorial Guinea-Morocco,1.0
Estonia-Morocco,0.5
Ethiopia-Morocco,1.0
Finland-Morocco,0.0
France-Morocco,0.0
Gabon-Morocco,0.55
Gambia-Morocco,0.875
Georgia-Morocco,0.5
Germany-Morocco,0.0
Ghana-Morocco,0.46153846153846156
Greece-Morocco,0.5
Guinea-Bissau-Morocco,1.0
Guinea-Morocco,0.4375
Hong Kong-Morocco,0.5
Hungary-Morocco,0.0
India-Morocco,0.5
Indonesia-Morocco,0.5
Iran-Morocco,0.0
Iraq-Morocco,0.25
Ireland-Morocco,0.5
Italy-Morocco,0.5
Ivory Coast-Morocco,0.34782608695652173
Jamaica-Morocco,0.5
Jordan-Morocco,0.8
Kenya-Morocco,0.5
Kuwait-Morocco,0.8
Lebanon-Morocco,1.0
Lesotho-Morocco,1.0
Liberia-Morocco,0.75
Libya-Morocco,0.5263157894736842
Luxembourg-Morocco,1.0
Madagascar-Morocco,0.5
Malawi-Morocco,0.6
Malaysia-Morocco,0.6666666666666666
Mali-Morocco,0.5
Mauritania-Morocco,0.7
Mexico-Morocco,0.5
Algeria-Mozambique,0.3333333333333333
Angola-Mozambique,0.2
Benin-Mozambique,0.5
Botswana-Mozambique,0.625
Burkina Faso-Mozambique,0.2
Cameroon-Mozambique,0.125
Cape Verde-Mozambique,0.3333333333333333
Central African Republic-Mozambique,0.0
Chad-Mozambique,0.5
Comoros-Mozambique,1.0
Congo-Mozambique,0.0
Cuba-Mozambique,0.5
DR Congo-Mozambique,0.0
Egypt-Mozambique,0.0
Eritrea-Mozambique,1.0
Eswatini-Mozambique,0.48
Ethiopia-Mozambique,0.5
Gabon-Mozambique,0.25
Ghana-Mozambique,0.0
Guinea-Bissau-Mozambique,0.2
Guinea-Mozambique,0.2857142857142857
Iran-Mozambique,0.5
Ivory Coast-Mozambique,0.0
Kenya-Mozambique,0.25
Lesotho-Mozambique,0.5416666666666666
Libya-Mozambique,0.3333333333333333
Madagascar-Mozambique,0.6
Malawi-Mozambique,0.29411764705882354
Mali-Mozambique,0.3333333333333333
Mauritania-Mozambique,0.5
Mauritius-Mozambique,0.7
Morocco-Mozambique,0.25
Afghanistan-Myanmar,0.5
Bahrain-Myanmar,0.25
Bangladesh-Myanmar,0.6666666666666666
Bolivia-Myanmar,0.5
Brunei-Myanmar,0.8571428571428571
Burundi-Myanmar,0.5
Cambodia-Myanmar,0.7894736842105263
China-Myanmar,0.18181818181818182
East Germany-Myanmar,0.0
East Timor-Myanmar,0.6666666666666666
Guam-Myanmar,0.5
Hong Kong-Myanmar,0.6153846153846154
India-Myanmar,0.391304347826087
Indonesia-Myanmar,0.41304347826086957
Iran-Myanmar,0.5
Iraq-Myanmar,0.0
Israel-Myanmar,1.0
Japan-Myanmar,0.08333333333333333
Kuwait-Myanmar,0.25
Kyrgyzstan-Myanmar,0.0
Laos-Myanmar,0.7894736842105263
Lebanon-Myanmar,0.0
Lesotho-Myanmar,0.5
Libya-Myanmar,0.5
Luxembourg-Myanmar,0.5
Macao-Myanmar,1.0
Malaysia-Myanmar,0.39655172413793105
Maldives-Myanmar,1.0
Mongolia-Myanmar,0.5
Morocco-Myanmar,0.5
Algeria-Namibia,0.0
Angola-Namibia,0.0
Benin-Namibia,0.0
Botswana-Namibia,0.1
Burkina Faso-Namibia,0.0
Burundi-Namibia,0.3333333333333333
Cameroon-Namibia,0.2
Chad-Namibia,0.5
Comoros-Namibia,0.5
Congo-Namibia,0.2
DR Congo-Namibia,0.0
Djibouti-Namibia,1.0
Egypt-Namibia,0.0
Equatorial Guinea-Namibia,0.0
Eritrea-Namibia,1.0
Eswatini-Namibia,0.125
Ethiopia-Namibia,1.0
Gabon-Namibia,0.0
Gambia-Namibia,0.3333333333333333
Ghana-Namibia,0.5
Guinea-Bissau-Namibia,0.0
Guinea-Namibia,0.0
India-Namibia,0.5
Ivory Coast-Namibia,0.25
Kenya-Namibia,0.5714285714285714
Lebanon-Namibia,0.5
Lesotho-Namibia,0.3333333333333333
Liberia-Namibia,0.2
Libya-Namibia,0.0
Madagascar-Namibia,0.4
Malawi-Namibia,0.5
Mali-Namibia,0.16666666666666666
Mauritius-Namibia,0.5
Morocco-Namibia,0.0
Mozambique-Namibia,0.5294117647058824
Namibia-Sao Tome and Principe,0.5
Namibia-São Tome and Principe,0.5
Afghanistan-Nepal,0.5
Australia-Nepal,0.0
Bahrain-Nepal,0.0
